start,end,value
58699,58738,0.06058804797792176
58948,58980,0.06058804797792176
60573,60578,0.019266435719041696
143882,144182,0.1432312724956819
144182,144481,0.15700514324864193
144481,144600,0.12945740174272188
144620,144624,-0.11847227181055853
145078,145080,-0.06337678879871844
145154,145453,0.07436191873088178
145453,145752,0.07436191873088178
145752,145905,0.0881357894838418
153165,153173,0.03304030647200172
153815,153873,0.11568353098976186
154032,154091,0.0881357894838418
155203,155316,0.10190966023680183
155337,155542,-0.00828130578687835
155562,155618,0.005492564966081673
155632,155770,-0.00828130578687835
155792,155854,0.06058804797792176
155879,155928,0.04681417722496174
155949,155986,0.005492564966081673
156013,156035,0.03304030647200172
156054,156098,-0.03582904729279839
156123,156421,0.04681417722496174
156425,156469,-0.09092453030463848
235724,235729,0.04681417722496174
242968,242970,-0.03582904729279839
295073,295076,0.005492564966081673
582364,582377,-0.06337678879871844
582469,582471,-0.022055176539838375
693673,693678,-0.07715065955167846
780500,780799,0.04681417722496174
780799,781099,0.07436191873088178
781099,781399,0.06058804797792176
781399,781481,0.07436191873088178
781494,781631,0.06058804797792176
782120,782374,0.005492564966081673
782388,782436,0.06058804797792176
782465,782765,0.03304030647200172
782765,782863,0.019266435719041696
782876,783175,0.04681417722496174
784589,784591,-0.13224614256351855
784636,784638,-0.11847227181055853
901550,901557,0.03304030647200172
901584,901586,0.06058804797792176
901685,901696,0.0881357894838418
901763,901781,0.04681417722496174
902505,902598,0.06058804797792176
902811,902813,0.07436191873088178
902823,902826,0.005492564966081673
902839,903136,0.1432312724956819
903140,903147,0.07436191873088178
903204,903219,0.019266435719041696
929654,929953,0.17077901400160195
929960,930250,0.18455288475456197
930266,930564,0.15700514324864193
930565,930708,0.10190966023680183
930760,930763,0.0881357894838418
930780,930886,0.10190966023680183
1072343,1072349,0.06058804797792176
1072893,1072902,0.04681417722496174
1073201,1073218,0.11568353098976186
1073232,1073281,0.0881357894838418
1073291,1073522,0.1432312724956819
1073593,1073595,0.11568353098976186
1106449,1106749,0.10190966023680183
1106750,1107003,0.10190966023680183
1107019,1107319,0.10190966023680183
1107319,1107399,0.0881357894838418
1107414,1107658,0.0881357894838418
1187899,1187902,-0.14602001331647857
1188930,1188938,-0.07715065955167846
1188952,1188987,-0.07715065955167846
1189061,1189071,-0.07715065955167846
1189325,1189341,-0.09092453030463848
1189374,1189390,0.04681417722496174
1189414,1189419,-0.022055176539838375
1189637,1189648,-0.20111549632831868
1189973,1189990,-0.07715065955167846
1190208,1190212,-0.24243710858719875
1190273,1190276,-0.2837587208460788
1190531,1190538,-0.04960291804575842
1190580,1190586,-0.18734162557535866
1190698,1190701,-0.2837587208460788
1190969,1190984,-0.1735677548223986
1191138,1191196,-0.06337678879871844
1191265,1191285,-0.07715065955167846
1191415,1191448,0.06058804797792176
1191515,1191549,0.04681417722496174
1191581,1191600,-0.06337678879871844
1191714,1191796,-0.00828130578687835
1192719,1192721,-0.3250803331049589
1246942,1247064,0.11568353098976186
1247092,1247392,0.12945740174272188
1247392,1247691,0.12945740174272188
1247691,1247853,0.11568353098976186
1247883,1247891,-0.00828130578687835
1247983,1248267,0.11568353098976186
1248321,1248341,0.06058804797792176
1269233,1269235,-0.1735677548223986
1269271,1269280,-0.00828130578687835
1269362,1269394,0.03304030647200172
1269857,1269874,0.07436191873088178
1270516,1270529,0.03304030647200172
1270540,1270840,0.1432312724956819
1270840,1270862,0.11568353098976186
1270876,1270890,0.12945740174272188
1270909,1271108,0.1432312724956819
1271157,1271328,0.11568353098976186
1271456,1271465,0.0881357894838418
1271564,1271567,-0.03582904729279839
1272031,1272099,0.06058804797792176
1272425,1272429,-0.04960291804575842
1272456,1272755,0.0881357894838418
1272755,1273027,0.11568353098976186
1273043,1273237,0.10190966023680183
1600481,1600485,0.03304030647200172
1601265,1601294,0.06058804797792176
1601309,1601311,-0.022055176539838375
1601469,1601474,-0.20111549632831868
1601635,1601640,-0.18734162557535866
1601690,1601693,-0.1735677548223986
1602676,1602680,-0.14602001331647857
1602794,1602823,-0.06337678879871844
1602898,1602912,-0.22866323783423873
1602938,1602973,-0.11847227181055853
1603198,1603200,-0.09092453030463848
1603278,1603284,-0.00828130578687835
1603388,1603420,-0.06337678879871844
1603433,1603435,-0.24243710858719875
1603623,1603635,-0.1735677548223986
1604683,1604685,0.04681417722496174
1778574,1778693,0.12945740174272188
1778710,1779009,0.11568353098976186
1779009,1779119,0.0881357894838418
1779134,1779434,0.12945740174272188
1780630,1780929,0.11568353098976186
1780929,1781229,0.12945740174272188
1781231,1781503,0.07436191873088178
1781515,1781814,0.1432312724956819
1781814,1782113,0.12945740174272188
1782113,1782403,0.0881357894838418
1782434,1782555,0.11568353098976186
1799532,1799534,-0.1046984010575985
1942573,1942577,0.06058804797792176
2117220,2117231,-0.11847227181055853
2117252,2117279,-0.14602001331647857
