start,end,value
33834,33834,-0.058503238393578155
211204,211204,-0.058503238393578155
388653,388653,-0.06357869263404411
469120,469120,-0.030588240071015745
469154,469154,-0.055965511273345175
648733,648733,-0.058503238393578155
733261,733261,-0.029319376510899345
733291,733291,-0.053427784153112376
825958,825958,-0.043276875672180457
825987,825987,-0.043276875672180457
897278,897278,-0.02170619515020059
897304,897304,-0.045814602792413436
1165361,1165361,-0.050890057032879396
1165392,1165392,-0.050890057032879396
1339425,1339425,-0.055965511273345175
1678916,1678916,-0.054696647713228776
2114614,2114614,-0.050890057032879396
2284964,2284964,-0.030588240071015745
2284994,2284994,-0.052158920592995796
2540948,2540948,-0.04073914855194766
2646740,2646740,-0.045814602792413436
2716870,2716870,-0.038201421431714684
2972493,2972493,-0.045814602792413436
3060399,3060399,-0.01789960446985103
3060426,3060426,-0.043276875672180457
8280407,8280407,-0.006479832428802896
8280512,8280512,-0.02297505871031699
8331065,8331065,-0.028684944730841145
8460239,8460239,-0.026147217610608165
8460488,8460488,-0.028050512950782945
8505435,8505435,-0.031222671851074125
9023852,9023852,-0.026147217610608165
9707545,9707545,-0.0052109688686863154
9811248,9811248,-0.013458582009443451
10148456,10148456,-0.01789960446985103
10399422,10399422,-0.012189718449327053
10399473,10399473,-0.012189718449327053
10917554,10917554,-0.013458582009443451
11006674,11006674,-0.01980289981002581
11006687,11006687,-0.01980289981002581
11184616,11184616,-0.013458582009443451
11184616,11184616,-0.013458582009443451
11268468,11268468,-0.02297505871031699
11268512,11268512,-0.02297505871031699
11436063,11436063,-0.02234062693025879
11869847,11869847,-0.01599630912967643
12042057,12042057,-0.02297505871031699
12645863,12645863,-0.0052109688686863154
13166684,13166684,-0.011555286669268673
13249507,13249507,-0.010286423109152273
13770282,13770282,-0.015361877349618231
13943354,13943354,-0.013458582009443451
14116976,14116976,-0.025512785830549965
14291255,14291255,-0.031857103631132325
14291292,14291292,-0.031857103631132325
14463589,14463589,-0.028684944730841145
14550155,14550155,-0.028684944730841145
14635259,14635259,-0.01599630912967643
15152606,15152606,-0.02487835405049177
15413535,15413535,-0.02170619515020059
16104185,16104185,-0.027416081170724565
16361769,16361769,-0.025512785830549965
16620927,16620927,-0.02170619515020059
16796428,16796428,-0.02043733159008401
17565565,17565565,-0.014093013789501651
17606531,17606531,-0.014094282653061811
17921987,17921987,-0.0007699464082787377
17952131,17952131,-0.0007699464082787377
18435131,18435131,-0.02614594874704801
18439038,18439038,-0.026147217610608165
18694331,18694331,-0.021069225643022074
18701377,18701377,-0.02107176337014221
19042530,19042530,-0.013458582009443451
19080251,19080251,-0.013461119736563769
19566682,19566682,-0.014093013789501651
19611971,19611971,-0.014094282653061811
19989028,19989028,-0.0007699464082787377
20030351,20030351,-0.0007699464082787377
20338215,20338215,0.010649825632769578
20375951,20375951,0.010648556769209418
20592550,20592550,0.00493993961224542
20634191,20634191,0.00493993961224542
20682878,20682878,-0.00013551462822053805
20720591,20720591,-0.00013678349178069665
20938469,20938469,-0.010920854889210473
20975531,20975531,-0.010922123752770631
21025896,21025896,-0.011555286669268673
21046091,21046091,-0.011555286669268673
21110680,21110680,-0.01599630912967643
21125831,21125831,-0.01599884685679657
21375465,21375465,-0.005845400648744696
21383651,21383651,-0.005846669512304674
21453936,21453936,-0.002673241748453517
21470051,21470051,-0.002675779475573654
21729251,21729251,-0.00013678349178069665
21729920,21729920,-0.00013551462822053805
21897037,21897037,-0.005845400648744696
21903191,21903191,-0.005846669512304674
21993360,21993360,-0.0052109688686863154
22012751,22012751,-0.005213506595806633
22066783,22066783,-0.007114264208861095
22099151,22099151,-0.007112995345300937
22244625,22244625,-0.002673241748453517
22254011,22254011,-0.002675779475573654
22320491,22320491,-0.010283885382031956
22331627,22331627,-0.010286423109152273
22580088,22580088,0.0017677807119542413
22587431,22587431,0.0017677807119542413
23015566,23015566,0.00430550783218722
23019431,23019431,0.004306776695747199
23101691,23101691,-0.0007699464082787377
23102043,23102043,-0.0007699464082787377
23273209,23273209,0.0036710760521288404
23273243,23273243,0.0036710760521288404
23313671,23313671,0.0036736137792491574
23361587,23361587,-0.0007699464082787377
23403311,23403311,-0.0007699464082787377
23443825,23443825,-0.003942105308569917
23464631,23464631,-0.003940836445009758
23805971,23805971,-0.012188449585766894
23808462,23808462,-0.012189718449327053
23966471,23966471,-0.012824150229385253
24002891,24002891,-0.012821612502264936
24136978,24136978,-0.010286423109152273
24175691,24175691,-0.010283885382031956
24403569,24403569,0.0030366442720706406
24434891,24434891,0.0030341065449505035
24481824,24481824,-0.007114264208861095
24521291,24521291,-0.007112995345300937
24740893,24740893,-0.008383127768977493
24759731,24759731,-0.008384396632537653
25433677,25433677,-0.0052109688686863154
25445351,25445351,-0.005213506595806633
25864684,25864684,0.02587618835416709
25894511,25894511,0.02587745721772725
26298341,26298341,0.009380962072652998
26326511,26326511,0.009382230936213156
26557180,26557180,-0.0033076735285117167
26578751,26578751,-0.0033076735285117167
