start,end,value
263,322,0.8891200423665097
322,340,0.13161094837878565
343,382,0.513821578150941
23852,24430,1.6798489832930554
24621,24675,0.45334893813758925
24690,24744,1.0389886418361411
24913,25075,0.7390358911074072
26361,26366,0.1664841189951153
27239,27244,0.22440806635931115
29331,29372,0.3203348305138834
29405,29408,0.044449058863568494
29472,29475,0.17365328860837861
29475,29926,1.6350038480163342
31845,31886,0.4552370889088188
33455,33515,0.517962659644812
33515,33535,0.29787184691499713
33579,33597,0.3053166741051797
33612,33615,0.13810320246857632
33677,33736,0.9966866031525033
33736,33774,0.6078995711881293
34964,35471,2.927980894089929
39572,39907,1.4242771024483358
42398,42683,1.8099137621050603
47918,47969,0.34251386608240914
48757,48762,0.41541596841745493
49053,49378,1.113606868033512
49743,49799,0.76686901592282
49835,49895,0.6378923591249703
49933,49946,0.5128391594181607
50279,50281,0.10653667920726265
50281,50316,0.21169465600725648
50737,50748,0.47833014696923504
50868,50891,0.5290552863491154
51182,51210,0.7773460764591155
51192,51208,0.658585330914164
51215,51223,0.2565625900309408
52679,52682,0.02123247304687864
54095,54097,0.0911023420358116
56005,56010,0.16294720429577045
58693,59000,3.4583626529896336
58698,58741,0.9298572579631244
58941,58990,1.6031581437353888
59000,59044,0.5852479797734561
59429,59907,1.7775208878969966
59435,59919,2.1802856243632056
60409,60602,1.8775079016243883
60438,60597,2.2027942054560183
68193,68361,0.5994743978785267
73432,73461,0.5778383870103985
73479,73494,0.23952778082266932
73515,73520,0.15817107406830475
73564,73592,0.4222846090934753
73679,73682,0.02896622253948653
73791,73804,0.27956238049014365
80543,80546,0.23706137092391724
83835,83846,0.3340617487991227
83907,83961,0.76028432327716
83974,83977,0.08889811772713699
84072,84103,0.19759155839712347
86093,86098,0.059265549992315335
86124,86126,0.11853089272329465
86210,86238,0.4149703565449913
86289,86292,0.15387724096977987
86356,86387,0.5536178272819814
86387,86389,0.06514638314081875
86448,86464,0.36491467128048655
86499,86507,0.22912947959406507
86594,86622,0.2548402483285349
86625,86653,0.43053982810753366
88006,88013,0.4074737140208013
88118,88121,0.3472933124912513
89966,89973,0.08172874085253765
90205,90226,0.2705568754396583
119442,119445,0.18656566984302167
119835,119863,0.3626161430639185
119902,119905,0.13635308774714253
119966,119974,0.09776123423977007
120000,120031,0.8935637254109839
120031,120062,0.5148495943776477
120062,120090,0.8202657539241216
120116,120118,0.044449058863568494
120147,120149,0.06050103481638769
120149,120209,0.9001753620303277
120209,120232,0.30227200507890517
120316,120319,0.11590924408385644
120365,120398,0.2518784838366722
120439,120441,0.1448313199587687
120500,120541,0.5231006681649853
120559,120601,0.7826146596209875
120621,120670,0.2845988309556626
120683,120724,0.6132386232042514
120755,120799,0.9080761641597753
120820,120876,0.406897527506639
120925,120933,0.16297995158686315
120951,121480,2.1757466011041577
122386,122440,0.6853096075818185
122869,122894,0.4740957978741506
122907,122930,0.536311505723511
123028,123087,0.8532493229398695
123087,123090,0.044449058863568494
123659,123672,0.314369849262952
123830,123866,0.515678639721766
124025,124043,0.5001526930397899
124722,124806,0.4345296088261031
126233,126243,0.23432552128832673
126305,126310,0.10869344066998649
126414,126419,0.4177372953809862
126493,126519,0.3417407812990188
126553,126591,0.3166186347588729
126668,126686,0.1737946408395508
126737,126742,0.07408183385972616
126798,126832,0.32109755223047226
126908,126916,0.1926127265830208
126985,127018,0.5217140898269476
127052,127083,0.4348819530973534
131308,131341,0.3809028107418086
131854,131862,0.16513857840161125
131918,131928,0.3263599175522634
132140,132143,0.1333473838520415
136710,136746,0.6461144163252639
138057,138075,0.2222463306245226
138234,138269,0.3242292710178793
138308,138326,0.21519529997279616
138341,138367,0.3446051329629476
138393,138419,0.25351584839130586
138424,138478,1.035869358728896
138483,138532,0.5071249643838251
138543,138561,0.48187224320198063
138602,138653,0.2748803469092354
138687,138702,0.6361762352626454
138805,138864,0.7358378486924706
138887,138939,0.7715821387041326
138941,139198,1.927787429131805
140400,140413,0.44098165421670404
141839,141847,0.33747948823025053
143414,143473,0.7688856687223878
143473,143532,0.3922876759299137
143548,143579,0.40357098306336414
143684,143692,0.20111976812035506
143761,143776,0.26793087431216345
143815,143830,0.39860292883873505
143859,143890,0.5657571237332341
143875,144476,18.778229388551534
143890,143921,0.90201377008091
143921,143951,0.951650787446635
143951,143982,1.1130762790132764
143982,144013,1.0704488400320717
144013,144044,0.8945813785708892
144044,144075,0.9093342404694749
144075,144106,0.8982664851254951
144106,144137,0.9913931486303077
144137,144168,0.9808787810535269
144168,144199,1.029726132728979
144199,144220,0.7196942632291264
144220,144251,0.8770035446622202
144251,144281,1.0341428717997696
144281,144312,0.9171521380645108
144312,144338,0.7162433619842338
144338,144369,0.8862308193422572
144369,144400,1.1996203224857893
144400,144413,0.3811100720778382
144413,144415,0.06947773054116499
144415,144444,1.136859517322671
144444,144474,0.9637175424302774
144474,144505,0.9265721657870555
144476,145076,4.729164808721423
144505,144536,1.0744676373376854
144536,144566,1.065909816773024
144566,144597,0.54141842504328
144597,144625,0.687765654413769
144625,144628,0.029632774996157667
144732,144737,0.19678448275462426
145074,145087,0.25742272457546356
145076,145677,15.5924153924408
145146,145205,1.67546955126275
145205,145226,0.5707894289720323
145226,145257,0.8747423234861375
145257,145288,0.7326708954779387
145288,145319,1.090675473815199
145319,145350,0.9857473498368619
145350,145381,0.8340341244765668
145381,145412,1.036849704848316
145412,145443,0.9176910175381877
145443,145473,0.8837374654698212
145473,145504,0.8958042204534638
145504,145535,0.8652062294154164
145535,145566,0.829536553484725
145566,145595,0.8589593727474847
