DateTime,rain,temperature_outside,pressure_outside,gw_mb,gw_sr,gw_sg,gw_west,gw_knee,gw_south,wind_x,winx_y,snow_load,humidity,glob_radiaton,strain_ew_uncorrected,strain_ns_uncorrected,strain_ew_corrected,strain_ns_corrected,tides_ew,tides_ns
2014-11-11,0.0,6.958609214029402,955.5538372496816,621.1419261488597,236.85967704595438,563.3600648223174,904.9188541666667,1021.8746412037037,867.1638541666667,-0.47632232717726414,-0.5272396560648297,4.760166782407407,100.0,0.29062141203703706,-1505.7644220067064,-304.64638073941103,-1505.643625,-304.5255416666667,-2.5777037266330747,-5.461045120145204
2014-11-12,0.0,7.860217039009144,951.0334182197014,611.6917698807732,236.63275842111355,542.2948142146082,905.0624074074075,1028.2041203703702,867.7697800925927,-0.6841168239080243,0.043725937847550085,4.758548726851852,99.91988656094456,0.3526633101851852,-1508.6117874775432,-302.06096385170855,-1508.5716249999998,-302.11904166666665,-2.4884558353288084,-5.385882469077996
2014-11-13,1.0,7.09005787037037,958.7252199074074,604.4135548095844,235.07202546296296,516.9616203703704,904.6390625,1016.1881018518518,866.8849421296296,-0.370086633710012,0.5329625832349426,4.767858796296296,100.0,0.08887546296296296,-1512.7033328047933,-304.9221464856087,-1512.7409166666666,-305.14620833333333,-2.455396759081544,-5.431028425110958
2014-11-14,0.0,7.959018518518518,957.2001851851851,607.5188331982869,233.20037037037036,495.6626041666667,904.3910763888888,1022.467800925926,866.8603009259259,-0.5563097045414206,-0.6509341659791225,4.768697106481481,99.51329861111111,0.20679699074074076,-1510.5645437811093,-306.6452217880687,-1510.6700833333334,-306.9922916666667,-2.4668531753983243,-5.55896609620804
2014-11-15,0.0,7.042010416666667,950.3363541666666,623.4581896052783,231.4912037037037,493.0965277777778,904.2975925925927,1021.3509027777778,867.8403009259259,-0.5677575043962328,-0.5526312908331708,4.756311921296295,98.99356481481482,0.27653993055555554,-1511.2635887622005,-303.85908914299927,-1511.4242916666665,-304.304125,-2.509636769326046,-5.733462257274176
2014-11-16,1.0,6.030513369602963,947.827491607825,619.2174904502837,229.3807500868156,473.43353397383953,904.3512847222222,1023.1947453703704,868.1925231481482,-0.8030357982769933,0.2804149079724372,4.757815740740741,99.89931705058456,0.1380971064814815,-1515.3398711049228,-300.25496692169787,-1515.5396250000001,-300.767875,-2.572629026117857,-5.92387593090087
2014-11-17,0.0,4.871105324074074,953.3541782407407,615.5125940502372,227.13652777777776,447.36574074074076,903.9355324074074,1021.3361921296296,867.4250231481482,-0.07167148457698261,-0.7177475878020484,4.7453006944444445,99.80258101851852,0.27415347222222225,-1518.9980018595706,-301.8187509548366,-1519.2144583333331,-302.282,-2.6483651575618343,-6.106324628784761
2014-11-18,2.0,6.0479108796296295,953.1466435185185,617.324319944438,224.8514699074074,442.85425925925927,903.5674652777778,1022.7442013888889,866.976087962963,0.1219476120766783,-0.7935644142620102,4.7609033564814816,100.0,0.04858645833333333,-1520.597303507928,-301.9279454880848,-1520.8008333333335,-302.3005416666667,-2.732967021985235,-6.263378418366682
2014-11-19,3.0,3.64872337962963,964.2005555555555,660.5380368098159,223.05940972222223,488.73633101851857,902.7532523148149,1006.149525462963,865.1192013888889,-0.6247307746797686,0.35447761222790075,4.756919675925926,100.0,0.06994664351851852,-1529.2720092635573,-307.17000648454416,-1529.4260000000002,-307.40225000000004,-2.824532105161474,-6.3832327149493
2014-11-20,1.0,4.246908564814815,971.4645717592593,650.5910985067716,221.58356481481482,456.4249537037037,901.8199189814816,1008.7789583333332,863.5279282407407,-0.5005961576131551,-0.36864068747451506,4.757806018518519,100.0,0.10410127314814814,-1525.0429743195828,-313.8464488338046,-1525.1093333333336,-313.8589583333333,-2.920122540170052,-6.458832628435097
2014-11-21,1.0,2.952515046296296,969.6519212962962,630.8585600185206,220.1435185185185,470.8884606481481,901.4497800925925,1014.6823958333334,862.7966666666667,-0.5845491169690196,0.21703708562832263,4.753415972222222,100.0,0.07194930555555556,-1520.9883049008401,-315.4644421404754,-1520.9372916666669,-315.2085,-3.0123622152105956,-6.487552712145895
2014-11-22,0.0,2.38625462962963,967.6205324074075,615.0521703900914,218.73400462962962,459.00289351851853,901.2120023148149,1015.3998263888889,862.4654166666667,-0.6971936628438143,0.45473569417081344,4.742073958333333,100.0,0.22300543981481483,-1520.386283303,-315.533727567824,-1520.2095416666668,-315.02679166666667,-3.087994403109763,-6.472332477238709
2014-11-23,0.0,2.534025462962963,967.5197106481481,606.495474013196,216.7316550925926,437.5533449074074,901.0559375,1014.9744097222223,862.4444560185185,-0.7943264310491567,0.3881799220953952,4.731578703703704,100.0,0.17872627314814815,-1521.9743812468835,-317.5169607340198,-1521.6959166666666,-316.84204166666666,-3.1310077408174544,-6.424455108380489
2014-11-24,1.0,4.882333333333333,968.5101041666667,613.9186711424934,214.6423726851852,423.28238425925923,900.8338773148148,1010.4518518518519,862.2206597222222,-0.04270926469390258,0.7970718589858515,4.740954166666667,99.97103009259258,0.08556064814814815,-1525.1399060630624,-317.8594965400473,-1524.8172916666665,-317.16862499999996,-3.130353793896088,-6.365762636701153
2014-11-25,1.0,0.044708333333333336,970.9392129629631,608.1597754369718,212.1120601851852,399.3934722222222,900.5083333333333,1008.9225231481481,861.9257638888888,-0.5999854696008418,0.3153102418795909,4.733967476851852,100.0,0.22088101851851852,-1526.733552085369,-319.05512505021534,-1526.4471666666666,-318.47766666666666,-3.087742842825369,-6.325950159851701
2014-11-26,1.0,0.1625798611111111,964.2994212962963,601.0031832388008,209.34012731481482,387.4849884259259,900.3334027777777,1011.3205208333334,862.6027199074074,-0.7466873214721365,-0.34330257416296445,4.724739236111112,99.58734953703703,0.19590833333333332,-1525.6556654850417,-315.5876887217103,-1525.4847083333334,-315.28391666666664,-3.0192272045090114,-6.332563954486317
2014-11-27,0.0,0.8927418981481482,958.1363310185186,598.6609098275263,206.22988425925925,383.7310185185185,900.5547685185186,1013.4544097222222,863.5966898148149,-0.7727728651256744,-1.0619064283501363,4.727933912037037,99.36076388888888,0.21259629629629628,-1528.581431227931,-309.9564062104282,-1528.5764583333332,-309.99758333333335,-2.948544558744855,-6.397680600953989
2014-11-28,0.0,0.6942933209862252,959.7406181270981,598.4907628197708,202.6540687579581,376.64023613844194,900.5413541666667,1017.8989814814814,863.8157291666668,-0.7699275407461205,-0.9169128931922295,4.738237384259259,100.0,0.08720138888888888,-1534.5499936543067,-306.3058521088221,-1534.7143333333333,-306.7135,-2.896786271116156,-6.509803995279953
2014-11-29,0.0,0.7316157407407408,962.042962962963,590.9083342979511,199.15085648148147,369.65636574074074,900.1619907407409,1016.0522685185185,863.5198148148148,-0.7881936158485634,-0.9749034511501038,4.740188541666667,100.0,0.0874318287037037,-1537.2470272615374,-305.8111220626237,-1537.5358333333334,-306.4662083333333,-2.875001545312452,-6.636671813497269
2014-11-30,0.0,1.3129629629629629,958.9822685185185,587.9056719527723,195.97793981481482,363.0238078703704,900.1154513888889,1017.5227314814815,863.6902199074074,-0.9437512027765717,-1.0072780378856447,4.743846875,100.0,0.10618877314814815,-1537.8860852059277,-303.82491721924544,-1538.2226666666666,-304.615,-2.882540882963618,-6.737019385962945
2014-12-01,1.0,-1.5060960648148147,957.005625,583.634865146429,192.7418287037037,356.95207175925924,900.0644791666667,1013.603287037037,864.0275231481481,0.24337086675848202,-0.760771997823854,4.739222916666667,100.0,0.05805752314814815,-1540.1798113691525,-300.7852162859098,-1540.4829583333333,-301.51325,-2.909348057377794,-6.774318791452245
2014-12-02,2.0,-2.821663194444444,958.6890162037037,569.7888991781456,189.2075810185185,350.1535185185185,899.8506828703704,1017.0331712962962,863.7921527777778,-0.15844460389786022,-0.6697541524402918,4.7403890046296295,100.0,0.08136122685185185,-1541.5010047535595,-299.69741988375495,-1541.70875,-300.20233333333334,-2.939418359705536,-6.726510074010691
2014-12-03,1.0,-3.308557703437898,963.8592776941775,559.5837133927538,185.28114943859242,340.8938360921403,899.450775462963,1016.1221412037038,862.8567824074073,-0.1841399972657645,-0.6445554328509071,4.747265625,100.0,0.026011805555555555,-1544.5790391586677,-300.63175769702104,-1544.66125,-300.81579166666666,-2.9546238628422175,-6.59004316030106
2014-12-04,1.0,-1.3467743055555554,961.6532870370371,557.3084384766755,181.30988425925923,334.96527777777777,899.1762152777778,1016.4345370370371,862.780150462963,-0.5442065956534933,0.28440775489444664,4.752229513888889,100.0,0.047440740740740735,-1543.9772084402002,-298.6582549759601,-1543.936,-298.4395,-2.939576017178826,-6.3796217877486185
2014-12-05,1.0,0.5934872685185185,962.946087962963,567.8444032874175,177.41581018518517,337.0456712962963,898.8377083333334,1010.9838773148148,862.3685300925926,-0.6155729247009316,0.043903592507062016,4.756364351851851,100.0,0.07695439814814814,-1546.80685898343,-296.8036719599163,-1546.6671666666668,-296.380375,-2.887096598002915,-6.124982657880742
2014-12-06,1.0,1.1691561523324459,966.7907280935293,578.2976154647528,173.96089825211251,341.24733186711427,898.4659953703704,1008.3941782407406,861.4660185185186,-0.38993456415659317,0.4704017806220168,4.744420486111111,100.0,0.15026793981481482,-1548.022083388475,-297.5674609250695,-1547.8217916666665,-296.9699166666667,-2.801647480088628,-5.8646672160338404
2014-12-07,1.0,1.5007407407407407,965.0010763888889,570.477821507119,170.68277777777777,333.5269675925926,898.1346643518518,1007.9043518518519,861.3534606481481,-0.03950417965037435,1.040209633272723,4.743706134259259,99.99665509259259,0.144240625,-1545.7407585000374,-297.3007152665877,-1545.5223333333333,-296.7138333333333,-2.697980515503589,-5.636972692848296
2014-12-08,2.0,-0.16575578703703706,963.2230439814814,560.4095497164024,167.73498842592593,327.9437384259259,897.8708564814815,1011.2900578703703,861.4460416666667,0.2382572714879571,0.9549402637440396,4.73838136574074,97.84812500000001,0.19775057870370372,-1547.5473240327717,-293.2050346664907,-1547.350125,-292.69070833333336,-2.5952005207415416,-5.470427439651729
2014-12-09,1.0,-2.920193287037037,971.0686226851852,556.4437203380021,164.11200231481482,318.2339930555556,897.2675115740741,997.9617361111111,860.3291666666667,0.6598503160231325,0.17680635930381944,4.715667939814815,100.0,0.17523136574074075,-1553.4898146368837,-293.04666198703785,-1553.3452083333334,-292.6616666666667,-2.5095953033920964,-5.377536775439068
2014-12-10,1.0,0.26936921296296296,964.6856828703703,552.8579812478296,160.91590277777777,312.4466435185185,897.0727314814815,1009.2414930555556,860.7035300925926,0.14163923999515302,1.9032809710977465,4.728282523148148,98.27619212962964,0.08372847222222222,-1548.4689740269005,-290.5703671421319,-1548.3960833333333,-290.356125,-2.4499714677755384,-5.354119225832375
2014-12-11,12.0,2.165826388888889,956.4570717592592,558.7513022340548,157.7258449074074,311.5246064814815,897.0247569444444,1009.4505787037037,861.5320486111111,-1.0603421623306424,1.3849092196369912,4.746595833333333,99.95693287037037,0.13147372685185185,-1541.1880079561956,-292.54821483126926,-1543.6098235294119,-293.08682352941173,-2.4169859818367128,-5.383521672616528
2014-12-12,1.0,5.497705174209979,950.3636300497743,581.5444843153142,154.8382856812131,333.7502951730524,897.0414699074074,1006.905775462963,862.771238425926,-1.486236358469286,2.400173143054419,4.750609259259259,94.4892117143188,0.15298993055555557,-1529.4556728751963,-299.38687182398166,-1529.5335416666667,-299.54333333333335,-2.405542584393103,-5.443048330222388
2014-12-13,6.0,3.696809027777778,955.5764351851852,610.116622294247,153.26800925925926,409.23116898148146,896.8208912037037,1006.1559143518518,862.4116203703704,-0.7338109114887056,0.4527236310723136,4.758456828703704,99.52381944444446,0.04128113425925926,-1534.0543058215649,-294.95716183244406,-1534.1938333333335,-295.29525,-2.408416340762006,-5.5101214615918925
2014-12-14,2.0,2.0854849537037037,960.8651620370371,806.4080333371918,166.1605787037037,732.417824074074,896.6760185185185,1002.4796412037036,861.790787037037,-0.6564603199242873,-0.09716527822837036,4.7548635416666665,100.0,0.09721030092592593,-1539.031706318498,-293.1502038194508,-1539.2185833333333,-293.6215,-2.4197384341038126,-5.567110291267913
